row ID,row m/z,row retention time,PUCE m1.mzML Peak area,PUCE m9.mzML Peak area,PUCE m12.mzML Peak area,PUCE m10.mzML Peak area,PUCE m11.mzML Peak area,PUCE m13.mzML Peak area,PUCE m14.mzML Peak area,PUCE m15.mzML Peak area,PUCE m16.mzML Peak area,PUCE m17.mzML Peak area,PUCE m18.mzML Peak area,PUCE m19.mzML Peak area,PUCE m2.mzML Peak area,PUCE m20.mzML Peak area,PUCE m21.mzML Peak area,PUCE m22.mzML Peak area,PUCE m23.mzML Peak area,PUCE m3.mzML Peak area,PUCE m4.mzML Peak area,PUCE m5.mzML Peak area,PUCE m6.mzML Peak area,PUCE m7.mzML Peak area,PUCE m8.mzML Peak area
186,0,29.37,852663.6543639331,817770.0502972967,663382.9436291177,771212.7818702485,784437.4949693251,547604.5995513899,714446.7660021826,617797.8887753042,572661.4063387917,661921.9733388835,578398.0467757728,520723.21223720594,947625.2674802198,0.0,450998.56009085436,498093.1495039419,9826.695722633443,688167.3098979479,1180894.1368445905,770139.577329822,700936.8282164179,723680.3905290349,1154878.0560250168
187,0,29.37,430734.14559949725,156852.93908370016,11491.760127781155,76801.16963087342,160458.90212415796,539551.2726455275,363149.9872546789,116130.38167904482,117557.13609386508,96362.52316701213,103517.60523443166,31895.98997726495,124823.14166156447,2369622.110145844,457037.0827478365,355051.9424567597,106648.48738694492,2003908.312199071,592348.4380935769,353110.78334346955,503886.99930656725,330501.4694243117,0.0
188,0,29.60,981609.8151884031,583054.2783998118,292255.58889656985,457158.5860242124,590167.3320748691,1021868.5648693822,0.0,420130.3856967917,436533.2582402894,409910.66462937,386237.6689016053,263456.53280529834,540325.1273855831,3709990.508596018,925036.858105636,743988.2972024631,174895.22870494597,3360996.4625767204,1393607.0186074385,923632.743385706,1165911.9214102945,809019.9307363391,511046.8006458647
189,0,29.60,147461.36193889214,105460.70659471244,10215.293976050216,111854.41118068852,13207.13837077258,6158.902818304018,3173750.591683971,7715.283807361726,9872.019297548077,7433.894482382541,8229.456928097226,11369.481688449936,126763.2349348616,0.0,4349.933659749181,4835.0515193300125,0.0,0.0,108473.51324909188,7863.9388601257,83808.46859818399,82405.64481654145,161224.89280976742
190,0,29.78,202144025.2019573,193044589.34140825,215069826.65775323,201047695.33567345,240610000.53046197,208023155.17556787,216674660.047777,200250141.46602497,214027536.05773705,207202048.1964458,193029890.1084624,222963418.44990337,221629699.32146388,192921131.57574657,181159246.60211867,187963410.29667503,36306983.34605832,201261755.65290207,237826563.9702228,168141758.98395604,242588577.2156873,182973552.44740823,247341655.27531728
191,0,30.04,183904610.9878264,185451011.8025828,222104769.11345285,184776634.91981992,227225034.50851518,180628945.61723083,185527467.6810272,219644878.690119,227094375.10145077,231134723.70467356,200022064.00847432,192531818.5227501,221511685.60320935,202032047.02870348,189477106.40368593,192645926.77814472,45177625.71300491,199424221.7266355,205526220.57830617,164615526.18692005,240575371.16851947,176478851.57558322,254481544.64705333
192,0,30.04,107505491.1471174,100710151.68271215,1529661.1105529843,102693654.64394204,0.0,0.0,0.0,2654271.4491699305,1505189.1321871984,117380698.95369896,102987065.39831348,0.0,113882112.03678162,2454179.111829813,1318340.8553984584,0.0,675362.5980170489,115407474.17642666,106526173.29617947,85788484.57334837,124125061.74242207,92298055.72302502,133014067.8767278
193,0,30.11,141275836.25247592,135721889.16922092,158856453.81546485,136783917.57568768,163354994.65000933,145153492.5496129,132223294.80737656,154326612.7126371,158024265.75477415,161071668.36648175,140794861.97442317,157998702.80385366,155350882.8963821,136388060.1908257,126458985.87803382,135878412.46029645,28261800.183727127,155197740.82075274,143975459.99980265,114024281.39000753,167991102.27637315,121895043.29136054,181625939.920284
194,0,30.25,15099204.936473027,7502998.724760426,9230654.716942197,10947213.329807937,12222531.860552656,10440591.710297463,4825877.311389642,8138490.642786099,8593208.599542083,6199978.802630999,7475477.820500305,6250966.6256028,11069515.77117595,4694486.357440897,4696204.362326072,7594863.263412813,0.0,12696123.683058685,9518375.275763476,4052605.1125855283,11851824.392082695,8165973.160967358,11260686.988241404
195,0,30.25,8333.371482123179,0.0,0.0,8861.216571594006,3185.921323493364,0.0,0.0,135.49334108861575,5434.139423064681,0.0,4922.216030688138,2234.196660433732,20419100.217107624,0.0,0.0,5322.87247213039,3912132.4848445663,20621529.810582977,19241158.03783587,15144097.527143018,0.0,0.0,0.0
196,0,30.32,7436054.683511866,5077918.857590127,3980880.2047081003,5419103.365036123,3831677.9790399713,3594830.024942672,3650268.7255152524,3741283.340368357,3874275.6099003605,3802990.528817191,3396179.9446907705,4122425.594175901,6529736.443774751,4916298.04209727,3736751.1212861533,3822372.004899724,517583.80386981077,6834767.080533608,6042350.023945902,5324566.892145596,6667608.155566975,5459235.0792115135,6309301.002442622
197,0,30.45,54158454.33454186,51760233.28464296,63618566.98510339,52770607.34463349,62719224.44785618,58067819.44556354,48145430.40167208,57860466.27870056,58411109.20488616,62109645.45850328,55412902.13460481,28626777.09629921,62199278.94558764,51786921.83492692,46708999.68269263,48832437.35024998,11668817.91642752,58567439.766947806,54962827.72313778,44978272.01874199,66301108.45564076,47803905.80207538,72423496.51872021
198,0,30.56,9119321.65014787,10646913.52532458,6453010.209184859,5749697.67337274,20557267.179456674,109384678.62524404,26920359.670423307,22131662.23099232,26458259.860157397,14223078.191267518,9502414.177784735,134256364.76224267,3547805.910220805,101181281.27332804,57692125.62841317,55069601.00448842,4075821.4788118564,114252999.99271493,14733049.946770648,3634850.988457147,5320715.18051384,5829956.18898727,5625932.36366037
199,0,30.74,290437454.68150246,114592766.00275028,2004148.7242067468,194427662.4612435,10303574.375014264,9474046.900189307,79482353.41382645,34451434.79865029,67156633.27624565,144460812.50916716,275803585.30214363,53097634.65533336,100896907.79435389,736056676.8201566,135669929.19759995,109696137.50444822,123586239.75203855,154002532.4377646,284280392.73191977,529477857.94664514,662867369.0301741,491157798.8369959,86497526.08477686
200,0,30.74,46434572.53957346,42063841.03926487,107721542.70691936,46110745.58657669,111491942.90411548,98165175.1342416,43064088.993286535,44126158.848572575,49702424.60712566,52094141.32238662,48237853.31819818,47300914.33633038,46938888.50742038,0.0,42570731.47328597,97339530.5295771,6716782.748333741,104442083.48036088,46645610.2049664,10009158.348418243,632884.6337876593,18060769.831176005,116267950.82129619
201,0,30.99,386377352.45695496,371377265.9556697,443006407.9485919,377243337.1278682,467478908.07668215,408513287.77228934,404876306.2498726,436841678.90630114,446816947.0686576,446338699.20836025,425921290.58184737,455145374.5898804,437063483.81848747,401269993.7918621,395950933.1817153,401230294.6189061,104201707.31081136,397932156.8232552,419670869.3661834,330410571.0109863,449436012.95747846,361162675.5459628,468615626.34690285
202,0,31.14,3295367.795629878,2998302.740762223,3868329.6513822293,3020993.489109247,4003117.185694107,3535276.6779104923,3258377.435852396,3495843.448642042,3653480.2306697774,3921744.113980109,3462282.726368277,4032149.72738274,3531978.446423364,3111383.9303624006,3155923.889395776,3169087.123456517,707808.8776773755,3460287.1198212206,3382340.4293133137,2756443.3027268103,3801720.1229813923,2835574.8384506307,3943769.162126605
203,0,31.21,1326225.1013633579,601930.4823161383,444693.75547957537,995006.4787770128,465232.55930076813,270400.0148514214,577501.9393000422,359139.3470090625,394938.6525900498,842046.5848468988,1456735.2666559585,489907.16742785386,599851.3047266388,5451203.00202423,636567.4778701081,824583.2218054731,599642.7131692639,1109766.8342510823,1469666.627591028,3298156.9178202664,5587443.25190153,2864996.3863684563,725156.2251716945
204,0,31.37,57393961.22403529,0.0,350117991.5899841,0.0,373065132.03010905,335301010.0325068,59250919.99931406,350695558.6356595,352849286.74547017,272735323.5296942,329804533.83389,341564973.48847955,0.0,270321410.2560591,0.0,0.0,0.0,0.0,59579285.76392967,0.0,338167938.918464,0.0,246989434.4007811
205,0,31.37,255835630.91279575,485540737.32225096,45120749.66067763,493684279.20265615,31071582.64911339,17114562.81403169,223579328.32045147,52395603.76829869,44400540.41682895,292108413.63783514,50218821.52776215,19915055.108909693,85925225.68730283,270340434.4626464,442626870.4206315,455624048.46660525,1651875.7264307512,26678614.449298136,230096143.2667916,25663879.64121907,34358612.027559005,25909201.41480788,0.0
206,0,31.37,4643844.022875139,5231971.269681907,235276429.26268637,4303169.730386595,0.0,305629865.21416414,0.0,231954036.0517341,235841540.8016118,311941837.14870566,288724104.38480663,218157816.45139647,238023290.3936992,217627863.24938625,217074887.51612648,221376908.81561035,531565.8391289089,318253903.21956646,0.0,8268618.854247241,302443779.47183746,8346153.764943822,253628752.10454512
207,0,31.52,563781404.0804832,266098597.04387328,809282934.6239426,296746524.45938265,803405508.5560336,785668378.2902875,529651186.07561415,798638241.8709805,803494651.0191809,559757426.7545996,761756436.6292808,771786664.7177594,655892600.5739393,492556014.41448116,348642604.10546845,366265919.6139161,144774994.5348502,685620070.6725464,545649752.5032307,448555364.13131326,790331502.8614607,467143141.35323566,823492897.2118556
208,0,31.52,458605497.0161623,516263608.84987587,0.0,472425512.4451401,48852801.14067255,0.0,458454754.01177233,0.0,0.0,24510269.75172054,0.0,0.0,285517499.1378352,21303575.53036762,314116453.8916928,319481985.17263687,174091357.66009492,302248944.4848072,453581812.47217834,421985205.7176812,0.0,447748045.5205944,0.0
209,0,31.70,6193945.142235429,10844774.18812185,59232429.10854346,12900.073543679822,17435634.17230129,926749.6727592812,6077752.9656884,11671782.295252265,114208.78025095069,12788734.42307804,25854.531299842594,42427.52156169587,41206983.16815541,11818848.338042956,17384265.572239846,21030290.851050977,25211.01171736588,227663.53771469012,157983.29744407232,9857839.333594954,5163789.136673264,296758.02023553173,0.0
210,0,31.70,11797.29528044876,0.0,0.0,398.05115321269415,12602.99586958625,6922.402364093248,0.0,0.0,2056.103996830433,0.0,308.30203692408463,507.9105160907998,15418202.431768285,0.0,0.0,0.0,212.9284159026597,96996486.1133385,12711.786458766586,6854.521213663935,0.0,11379.176213275474,100989584.52088772
211,0,31.77,1804735.4166428568,0.0,1685172.867572055,2284181.9507432915,1548255.5960886232,2059978.5788371216,1744790.2925142725,1068828.704610733,0.0,3224233.6492107664,4577348.618620247,999987.148009578,0.0,12621787.29214388,1491246.6094427863,1917839.555152352,962104.339187188,5380566.857601454,5092931.420446281,5992657.877447087,16851316.41555055,6251692.234302033,7451.788830966009
212,0,31.77,5664658.1966061415,2874119.577519846,71898.08318414558,100620.50307652449,95724.68629250543,189792.85626405707,98878.85068768376,74435.21478836017,0.0,134756.70199016714,145565.567266045,56272.37930178327,4630126.013281183,0.0,71713.17599828019,84850.1146123538,35377.02001202539,121388.21609271898,170348.846586354,3576731.203612341,0.0,179090.73786120993,3256441.653278925
213,0,31.77,1831.9696405510526,0.0,760.5845317295348,1040.4942731068743,0.0,1977.1110303022488,14644.606073788967,1657.2567964535413,13861373.206894238,2324.336809782761,3698.0461504785712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6283.313186128054,5111.867619702653,0.0,4379.963765001555,0.0
214,0,31.95,1844399372.2488008,1547393617.9123635,1526938417.5449982,1609580599.9006732,1706729236.9865973,1880945080.8350878,1765164760.6411996,1667647319.8176587,1591934669.481811,1510254896.5036945,1527786859.8072329,1607930076.905933,1536133762.5903373,2047752593.236708,1751315806.182019,1722973885.6577046,967021730.8042141,2229821735.2964835,1796300390.433348,1518614960.8430796,1603441071.5550535,1580619437.4086285,1463651306.2198904
215,0,32.06,23748936.01283004,19145425.10049813,16451682.716190524,19335500.39065262,21876610.47943755,23300586.50852676,24925269.972650405,21236954.966105275,21735384.143972907,16757998.416768655,20337666.585780174,22135151.751914084,24388690.990149066,23441547.812311985,19099659.34788726,20108064.440065708,2907274.2483260543,0.0,23921747.88224649,20828507.00960384,24197153.76769229,20064612.630581826,25873448.31551095
216,0,32.06,1230.7265863459183,0.0,0.0,0.0,91860.28821060123,70034.75500324559,53499.083699145966,0.0,0.0,0.0,0.0,0.0,15042.541083382604,50969.99823788236,0.0,0.0,10447.558094617061,93441455.23478894,31937.262561160147,18270.96746017178,0.0,0.0,26768.906920406982
217,0,32.24,3809896.12375152,4037462.326390804,4314474.040978515,4115798.2277982,5829742.710290015,3837894.4502270236,0.0,4120596.5540381344,4335039.965947083,4380103.617951985,3909930.151422465,4312528.924471327,4637344.425990662,4826476.227819216,3823283.610618752,3955639.1191567658,0.0,5378756.04261639,4729288.482839838,3238070.2359537524,5673138.609725652,3669249.1730831,4957047.423146012
218,0,32.24,0.0,14422.227578942877,0.0,0.0,0.0,0.0,22868.802385452887,0.0,0.0,0.0,0.0,0.0,14542.467971651846,0.0,0.0,0.0,12429666.861,0.0,14444.694323506223,13416.048450899729,7447.656586687119,0.0,15965.301900876198
219,0,32.24,143289.85219718632,0.0,233876.1227814513,0.0,0.0,1811958.9201816819,7846684.667475874,231718.21846232,288520.2173288563,238799.86460606684,229314.59860181657,48284.96888147993,0.0,240411.26571636874,221744.39405139652,227971.1277681459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0,32.33,416371502.4915141,392175201.28666526,473193270.55253285,394091110.3209159,503159682.83453685,482580470.8209951,432494103.71058095,463718985.28388345,470966393.4950762,474305360.0096368,444612433.2688429,448639187.05745256,420227479.54498166,454493248.43608874,438946717.2068527,454620505.49866426,125766512.79833296,451796670.0384128,417704918.92294437,323571831.73991925,444261501.49381673,354641529.5807513,441059428.8682037
221,0,32.47,519064.66713987966,18323759.610545363,20561150.678965088,21407094.716745548,25310381.92409206,20447505.15076072,22492468.647117496,18885809.74127559,19272867.239972226,21495855.647487946,21915748.02861183,22359897.837898955,673271.3083250825,0.0,0.0,0.0,0.0,0.0,611641.0434036279,16308219.571426012,22566381.93090549,17263430.132120173,23491266.08380879
222,0,32.47,14461694.856006926,853030.330144937,10974306.715447698,0.0,8520281.876832275,10080523.855545318,9944921.366476344,10453445.42374169,10504516.132905757,10548943.624338076,6931884.721018665,4685762.64721445,14772874.686835576,23350570.024946805,18565044.186680093,18681241.198012866,13802851.638389373,18093614.486862984,15509263.620591698,210184.5425802328,1546585.3090777532,641506.3316599162,1874579.693467051
223,0,32.67,9230968.756135616,7565457.49422797,14968746.038261367,7662832.13411467,15553448.48250455,13815593.70131334,14555751.775898295,13570713.837100407,14261591.361446906,15021199.385164985,13123783.347278973,13061821.35875824,9408381.5635426,13890920.591891648,12834879.354861813,12605943.106376564,9995183.432390634,10764544.322479647,9809859.418013884,7351899.601198503,10046622.878367472,7870000.622553563,10108697.702039758
224,0,32.87,113236431.96842109,105240572.75354479,138796204.24339417,108202597.9752001,150639180.04825228,130633200.6211975,124948095.80701752,131618073.4553414,139119632.49923044,140931622.31215662,129957521.2684745,140023395.16549647,128359744.55220877,125943255.18049084,118439560.64807458,126249868.1266046,32656515.97740193,132549705.27382894,125623940.58450991,94466298.28618748,130182819.96917991,99367849.92343771,132829572.48070496
225,0,32.98,23617118.806260325,21612033.55818941,11966954.03298978,24302487.645238746,30266134.09745193,26160827.45092281,27255888.84040215,24637751.278918803,10826533.400414644,27592471.52519807,25150979.481053494,28154565.44921569,26491699.46500513,26213504.50481823,23593059.829686265,25137643.286252405,284313.1864200397,26340373.14504038,27506542.66671749,19662823.86656029,27599140.632367477,20647182.367261793,27742269.38306836
226,0,33.19,25595529.03932487,12245896.687079668,0.0,21136281.954547968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12832118.691258688,0.0,0.0,0.0,0.0,36902861.83822175,1168943.6817969314,1061655.198374099,13239702.509352747,8784336.622774266,1806524.6666622232
227,0,33.19,1919410.2193613744,5463964.581394678,3697889.948472343,2851640.9580430575,4909518.406001838,4144143.772714176,5135223.017517185,3236069.3247240507,3348746.138540841,3274578.364554141,3115932.315793296,4777148.166622572,5474355.0031363685,4639864.7313220035,3504318.2600085405,3370300.5484980475,443656.2394110419,0.0,14131970.831679124,9981781.377864044,4874380.181919115,5573704.3736172635,12931934.34826544
228,0,33.43,23741785.788083,44360181.56040094,21168028.65852436,42954463.27277923,19342955.835688766,7683411.398927797,8712853.96857292,16104467.12261776,16095035.502110293,22068857.14449444,17020311.194737125,0.0,19321119.657219347,1254425.6088624748,4577040.701136085,12843595.171854936,0.0,15601480.473870326,6754103.116883975,5180969.884830201,15244721.02880812,5372997.368081113,49456663.89185234
229,0,33.43,1977617.8784127284,1228050.739139428,842548.432298399,548488.3738191102,3282284.101440792,21550157.37755313,4596438.9701047065,3278604.905302172,3280196.65955531,2024512.286459344,2534505.0938122133,8982849.502775857,622486.4010666456,8945148.501776187,8419305.07152542,7695989.442115171,1635090.8997585138,41611100.78617501,5799481.968130019,2481395.326337145,1499267.189772833,3402542.7274553473,0.0
230,0,33.68,295737922.88072217,288065595.44777316,354690058.76213074,312035055.5509291,384227151.6000277,350060473.770888,324399667.9833377,328688774.65531147,336633724.09866554,340854517.18357474,292245524.0376872,378350161.32405823,337514516.0343773,199777760.3356157,299603733.53524274,318215293.3802665,75073982.22571197,363144259.92758113,308989377.0550435,177561422.04123914,251040544.5869536,206372636.85434392,359603476.59014124
231,0,33.68,234017461.1689273,76940828.228411,16784565.97892103,146217256.72770128,20320916.597304873,14155035.48386283,39348213.51365649,0.0,26083094.77087413,94993172.93205978,235288830.12144476,767446.9347107537,44827755.15650038,764346593.5564619,86375063.74794093,101669453.27485284,98548490.9125499,133599460.53300077,231054679.68212205,510117587.16015124,683544480.4145657,462702204.5261637,93078282.95058136
232,0,33.75,12121494.212277776,10559915.720984647,19030398.862538565,10480732.114580048,19723380.86215741,17429007.379303534,17855865.074920755,17222927.678704135,17829426.739137687,18786819.07509281,16718751.906704515,16224620.67561145,13104700.846710505,18026874.908922788,15154831.114112064,15426648.881553227,12282087.617659366,14622650.323419053,12743564.818083713,10129491.727200538,13600807.997193908,10654061.346810002,13097467.72686385
233,0,33.82,23984683.95026337,0.0,8127615.620398362,105861.33029176065,8826443.200749805,7454345.873047371,7288924.458865007,7668979.154488708,7855369.18760425,7874061.5143898465,7217761.482839948,0.0,25732539.822018698,24249600.62377561,16936.802615867964,0.0,0.0,7190610.572421538,25666757.06976008,19884844.35942085,27661989.303961083,21327367.14157241,27711640.25643847
234,0,33.82,2647349.2836483214,10728867.735672563,8863575.11027923,19705697.552255508,5454787.6858995035,3773633.461648031,8532486.421873452,8614281.25039813,8820886.451415142,10220028.822765892,9630406.399613142,1577392.5406445882,1883495.9178236288,0.0,11785558.75641242,12264369.04425254,2329002.198192456,16051703.245504007,2853543.7771313065,3632815.104456902,4088821.412937268,3177152.6848493586,1537535.0518505275
235,0,34.00,230851407.65513808,220206327.59706697,291611661.61530715,223721628.98577133,308458310.3937966,283256649.8298571,260357231.88106257,278736207.19869304,283981156.60356635,291857028.61898,272131182.7236531,294880888.772368,242703108.23972452,263137992.0694584,251947182.6226268,255110577.57705885,69328829.86037406,259311603.91271624,232142301.62953952,183628224.19514728,250950607.49469653,197836170.59734425,249328568.16404697
236,0,34.13,58390100.31151546,38559138.26313575,27160315.65987601,38452058.30813093,29002990.74263501,29885303.11053809,26488752.780394986,25211724.63878877,27318849.64212768,23738509.40413261,21764690.779337984,21936358.52002744,50508353.80165179,25222760.941827904,25925454.36542206,28331947.6414292,6258377.749091506,53155653.59621221,43637065.98876499,37698715.08285715,45256021.86492932,38595904.02821285,42068646.7961061
237,0,34.13,0.0,0.0,0.0,0.0,858912.19567314,2845211.8088785363,1867735.431484659,0.0,511589.7990918913,0.0,0.0,663763.2056437052,0.0,66962910.11636967,5588728.827628961,7088131.236314106,4420189.675159561,4034189.3134108433,0.0,0.0,0.0,0.0,0.0
238,0,34.29,171191113.41651732,164275076.92410704,203793834.83047602,174288716.0702557,215934201.29941896,200976669.09555802,188633157.20448828,197330559.0829023,199992304.52065656,205667357.99678218,194817304.89537343,206665675.1060592,184098119.8603901,189529314.7439676,181533962.77867275,184973032.86963817,47395519.62696136,194270573.92113718,176298178.23832926,138009298.37066934,193176399.98394755,149694769.36176366,194694267.82765242
239,0,34.42,17877846.11028647,14504038.086244995,34237320.64984529,14992199.19645647,35293817.22009478,30930739.86342832,32237468.72191471,30866883.24707222,31249625.94159785,33472344.16883941,28685353.18526797,28451416.49074545,17667423.115230564,30794244.61010876,26668899.213875,26241964.28455588,26871608.738914,22109360.604328126,18684686.96997432,13777477.169681925,19016255.272381064,15215253.684371425,18830744.78877698
240,0,34.49,45251198.44713176,37374012.30910493,60653051.40906624,40704600.45390431,57033046.10935712,60940163.71878819,47819102.37916575,55369825.53754083,52311393.48077714,50501214.20714244,50097275.05352232,49011841.03816686,41824997.50952883,48224658.18030536,48755356.47057235,45075808.9886113,13311193.65081363,51216131.77282666,40960543.47327394,38278415.54864016,56749443.16078551,41791465.51607601,45836088.78956264
241,0,34.69,151031093.13486284,105997250.62799558,133781227.92277329,111822393.34182692,135479636.19686192,116418402.35517924,117873873.66813225,121071424.67925479,129087069.6872946,132419757.73592363,115040704.66666555,124805494.3548605,151814462.60350627,145315919.83632147,147226245.47810167,157100491.80726504,146515.36243195858,125974742.64220788,147874788.7600463,117187293.69046389,164779851.08221412,92689465.75143862,118388455.47776198
242,0,34.78,304989.49897151603,136882.19649299252,35291878.176930875,9241743.047547782,645295.9556993841,468726.61863480357,33581693.49807735,30734887.67406204,32020055.13403388,762509.2201626216,30373007.341682017,18821571.464214504,403454.7751163518,28429648.396739516,27139471.34845913,117301.35880568044,24171622.24473049,0.0,439947.5823225794,0.0,0.0,205223.5470355014,0.0
243,0,34.78,964084.5078631992,0.0,1985700.759658811,0.0,26235165.9910391,22864518.97909865,800246.66500275,20322092.88989537,20914949.097156204,23730254.01424287,21541431.61529085,21414696.14518296,1735659.7890360316,2363751.874747076,17735310.46093513,20132188.272344604,2818302.1207403573,20339110.607198786,1690041.39784595,0.0,0.0,644391.0854280458,18020390.4148871
244,0,34.78,17421411.392440375,19334422.023567148,0.0,24735646.670135185,3181289.8412062214,17573671.02320031,2817026.106768256,0.0,0.0,0.0,4114517.7657123664,4906887.675316773,22768304.39919663,3019525.066654552,9608574.144425154,13605839.17735624,0.0,19298652.33339611,21836380.592901528,10594535.527656773,14804964.470272578,11416117.40553641,19937887.032223605
245,0,34.92,100355106.69934665,90619646.87712272,130158733.25202183,97023870.99961178,131857388.9709891,121255204.41076194,100616404.51853001,117089915.82272734,118762996.4501061,127043018.42877826,115882062.22866651,118199568.2813242,101803540.04640794,110917767.35469384,107635589.87597837,107758739.86127724,35229079.54499835,111937216.18348747,96233941.474454,78186396.69189338,108037082.49316388,80786067.90067546,108672910.82792808
246,0,35.01,13439024.933959607,21009359.89850095,10351675.840673773,21094190.70428584,10259166.587297168,8415011.991675364,7019825.1493649585,8139010.597282558,7858556.456708257,9485983.677258348,8865807.98333314,0.0,12404056.685534645,4851061.211854622,5566854.0581787005,6749643.1123055015,107793.52035485824,16293968.66648874,8694161.84237648,7322302.359450904,12982402.724499146,7862568.750570835,21326694.660508007
247,0,35.01,4919562.091107911,3821452.6475338237,3229864.746385805,3269370.428285581,5019101.032601434,6585270.615944003,4004907.7721660812,3980432.493842534,4066361.7172516775,3506717.4621963426,2652637.269195631,18736755.29977962,3701160.912054163,8479703.745669078,5467382.729125157,5063739.668387266,492849.7107035896,14860733.643897695,5221614.8456597775,3009822.6870600763,5103020.365871328,3441484.374707191,3606568.188759238
248,0,35.27,985732204.9732604,954671707.4055283,1027053015.1836336,978539606.7925283,1044926044.0485892,1025618043.6909171,977334331.8177627,1009778152.8239057,1011336524.2276412,894154012.9365733,1013260343.5750711,901202521.5880604,1000934060.7228695,970758057.7575305,993278110.9376668,988403432.4802595,408101692.7984695,1035333322.7839848,979193406.0096188,864857195.4776193,1016390384.8343047,890914157.8981992,1002788394.3298144
249,0,35.37,0.0,0.0,345988.37198937713,6575.68947465659,342533.76122725103,142031.83710809806,125980.42017043545,146451.45047637465,276112.62131244485,262226.7404962299,234559.56318938156,0.0,182107.50944746393,518634.99522810563,371612.6295351081,321944.85081045626,96902.33822296289,261891.17386519606,324595.42972041626,42933.28525242983,423467.7007372312,223635.04216347507,112591.48846784697
250,0,35.37,219745.6874755413,435497.21827261435,70719.33984122968,578524.2991150002,321677.0526161595,149543.14682959561,934040.5206073866,353290.3208312381,0.0,0.0,0.0,17584.40899511426,130202.27729517207,0.0,0.0,59061.0607507987,0.0,363641.46955841646,0.0,40824.429655846434,346300.6412875061,251384.38514739226,205968.6127490492
251,0,35.37,583072.9408259239,0.0,3657.8393401478834,12645.14671029135,7134.907673041182,14129.20058199589,0.0,0.0,213000.7547639775,277178.4544895274,406145.82098920725,0.0,668255.6682295735,0.0,3329.0264876526976,9582.223810686472,0.0,4470.856168827843,261639.8782696171,702473.9982643479,0.0,0.0,14549.525506717986
252,0,35.37,0.0,11285.485071111541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587106.8542206555,0.0,0.0,163931.58807725777,0.0,116852.4157613743,0.0,0.0,6432.928399045016,0.0,0.0,0.0
253,0,35.50,24139953.262527786,20803699.548941527,43268742.93268936,20080343.403287627,44093951.01060527,39607903.23672027,40857787.35869709,39315504.349415794,40517902.11241513,42155243.03487386,37646558.57436181,36049687.819929145,24588289.61539152,40143584.11091727,34969319.55830335,34637663.64198951,35979883.151858576,29158488.05360617,24478276.038825985,19650128.065920744,26076132.348952644,20147110.82318744,24537588.60677518
254,0,35.59,7998282.203371593,8587009.470297989,17252348.054667786,5886521.419374247,19693566.681471404,22369186.0538773,55692595.27350935,13092988.32209322,15333346.043631408,13552911.008060353,14004384.103958284,2074827.3335688482,6429173.06547993,20999183.78724311,12460106.282997966,12764027.439601464,21121177.081574205,13977003.995324874,7944271.185865852,6240167.785874464,12231379.618380515,7197999.564200624,8246447.291316159
255,0,35.68,44423195.09409007,41613796.06738611,56572522.47871338,41736864.22005493,63395538.34424508,53132226.04385239,46772904.46188629,53448067.09072101,53813360.75485629,55903953.99324403,51373768.35061141,53383470.58018106,46443440.14966848,30977187.49142794,45793617.28613769,45499991.26250865,15272660.44505996,51761339.02485265,44980069.6803248,34991172.81953075,29263181.44603642,37343415.14329172,49045096.30410665
256,0,35.77,332864068.16820496,279294071.3134125,148857470.63560268,314647909.2460456,204769660.8425424,111517566.97059022,98601766.40610158,132852869.02684832,143123277.64626142,83815486.62443319,91048431.22667757,0.0,346655571.50134313,150468007.8005745,86897175.41839543,106948210.64348102,0.0,385091619.1846291,345699573.36225384,314086280.8049898,386814780.15843666,302182132.8064615,288283681.87168866
257,0,35.77,12651976.029557845,17565128.90457935,142738380.0969861,5890911.278598057,137072961.3560003,145152188.40188882,141262079.95223033,129988916.80102868,129027464.14073236,152332613.62140203,132640716.64609438,138722585.75254923,12304383.24070915,171028018.25942567,119302252.0912775,116625726.54253732,138007026.71123025,32428622.606449585,13187408.682701224,0.0,37521169.0004284,7385585.738888465,25949899.78469186
258,0,35.88,7205875.2472547125,6934273.547165873,14963412.649763085,6103785.342631468,15762357.157822382,15283550.819944505,14528609.759268776,13651537.152192505,13749111.160341876,14302486.025041016,12946791.06922892,10584600.791327618,7332692.189114458,20589752.94320429,11522639.048120448,12134685.126338825,11817502.388718901,16895768.052753806,8296033.720085525,5607795.671316315,11460991.64001838,6001225.006326213,7631830.652812879
259,0,35.97,413167331.2241083,388385280.9331865,428799079.3410007,389165893.48235065,458614033.7670799,408246320.8387719,361694486.4914399,413980799.4349049,435427899.54632175,445915103.30189717,425071746.4853301,454796256.22133225,413908926.561823,322979475.40341467,404273887.3264299,398446974.7650947,131138662.69517606,479936278.58917606,407190763.8656773,265902353.2809469,315873226.33097327,350956657.4956127,336271519.0454093
