row ID,row m/z,row retention time,PUCE m1.mzML Peak area,PUCE m9.mzML Peak area,PUCE m12.mzML Peak area,PUCE m10.mzML Peak area,PUCE m11.mzML Peak area,PUCE m13.mzML Peak area,PUCE m14.mzML Peak area,PUCE m15.mzML Peak area,PUCE m16.mzML Peak area,PUCE m17.mzML Peak area,PUCE m18.mzML Peak area,PUCE m19.mzML Peak area,PUCE m2.mzML Peak area,PUCE m20.mzML Peak area,PUCE m21.mzML Peak area,PUCE m22.mzML Peak area,PUCE m23.mzML Peak area,PUCE m3.mzML Peak area,PUCE m4.mzML Peak area,PUCE m5.mzML Peak area,PUCE m6.mzML Peak area,PUCE m7.mzML Peak area,PUCE m8.mzML Peak area
22,0,11.68,0.0,0.0,271146.75508455944,0.0,177370.42234986517,5684531.37587052,174764.5306965032,1047.0556153288608,137816.1883909269,0.0,456000.2834937983,138830.9860594436,0.0,0.0,272795.18363282405,202894.43113090657,222825.55890096512,0.0,84412.5016949741,603782.9815558983,0.0,428759.81161766656,358429.6590190365
23,0,11.84,0.0,211587.86568731934,0.0,73421.13221428994,0.05520963782319173,275387448.2772016,0.0,74965.94072232938,0.0,223990.8736534098,0.0,78792216.54005107,0.0,416321.9278259332,0.0,0.022465627905815282,1137238.6757783082,2515.650656043029,0.0,0.0,446873.23158268456,0.0,0.0
24,0,11.91,61714.397825025626,117643.23569299297,124055.86845865176,0.0,0.0,142274.17135805634,135830.30706833454,0.0,89704.34099951832,139237.9939003693,114733.19697259252,0.0,163278.08620395485,0.0,48457.208383872276,0.0,0.0,113366.56913625305,109058.95718021793,147184.04111844007,1107395.5727355077,227291.55054070923,185808.2343279445
25,0,11.91,0.0,69.83183343539847,33.10621891741328,0.0,0.0,0.0,212.32892023366088,0.0,0.0,14.574001398224322,10.492397645063603,0.0,0.0,2141394.074923733,0.0,0.0,1.4353034539510756,0.0,0.0,168.9739122310844,141.35252093802094,151.39814634805876,98.61079418201349
26,0,11.91,433.5596853260691,158.45677383972418,212.94757699928985,0.0,0.0,999.5130332295433,33.961197118038555,0.0,630.1963111817397,264.55717052986284,219.7129965912276,0.0,443.7474379512653,0.0,340.4244837364692,0.0,1237473.5935828865,796.4296140515637,766.1675204399503,105.92510542273662,0.0,287.5011467472726,263.4869467728525
27,0,12.02,977936.8387747613,2132133.9044136168,2880727.1962138056,2276148.992330142,6698495.976697703,3041.901100925965,7378143.383835289,12985875.05588912,11849454.982029835,5488537.569151123,3667724.6173584787,97.65284452541479,1691906.2180933931,16190851.801515575,17339145.257858172,17569112.55942202,106452.77778129547,43320378.82886473,7869468.583681915,1825672.1591509732,621689.7476401278,2771890.1297715004,2009450.5708346104
28,0,12.27,22717349.142877102,12175182.408743635,24676419.86277121,22937810.52389137,32659023.659933165,52216866.91795398,26659704.93433571,29738529.52404496,27061057.29028123,30539154.731577717,22532647.64591834,50835423.64633115,28847976.30084761,42470507.65435828,33340025.31249825,18700092.76242174,28881545.614143904,55156155.11019492,34244352.90571693,19086610.9120535,24296273.23333137,20977285.05104645,24175785.847082727
29,0,12.85,29537038.57107472,15222906.194782728,16667331.033976315,17092832.276295766,22558233.516750336,30871405.06845742,34040846.61819035,24874288.81554425,23566510.886619404,21470166.996989813,16549673.420126015,7133045.55219075,25663251.173390586,41154510.94228929,31711211.32148257,33348188.94426728,26522939.77718569,54701358.09071565,37990717.899731,30041167.73528304,22030567.336118266,21900698.15597921,18864405.222432155
30,0,12.96,431295.9512999751,3739.7895949054896,0.0,0.0,365901.8743155479,1279.7492177117956,1226.223110005359,338386.0948643997,296228.87492451427,290878.1183721282,66822.6708222751,0.0,0.0,271799.0973685148,276123.49508932873,314367.8666082091,806.2977988366431,398195.2489949419,378224.712341201,357478.2220140631,82406.9081149788,48099.928904244225,343087.20254706306
31,0,12.96,0.0,0.0,0.0,1515.5528222881644,28548.998784821237,67125.52937978753,64317.97281658972,20825.102405731446,0.0,0.0,0.0,2178191.450221772,0.0,183094.7512875785,35514.71888862974,59036.513061957325,42292.00989975199,103297.26186508668,0.0,0.0,0.0,0.0,0.0
32,0,12.96,0.0,15096.562889365869,0.0,2136626.2161870864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.8444540482802,0.0,0.0,0.0,5485.441084542616,0.0,0.0,0.0,12558.08724790353,0.0,0.0,0.0
33,0,13.28,2528787.8762831893,6803279.233076094,5241567.66797697,6545723.931726676,6417480.727613153,5245017.436904256,4452485.036433575,4199456.8509818055,2408999.6906493767,4031194.4584752405,1671926.1996333497,4220318.434480033,2355567.807731994,2979382.257540311,6834693.181941045,5460298.481069603,5877426.002241587,1899524.810107997,1947188.5872374272,1735048.4147455003,1014603.3828511687,1856339.7507832581,6870823.631536465
34,0,13.99,223178.34841357687,233019.1535654471,190667.48796560024,167209.08212704942,303712.6066340433,610798.8007185503,505314.8583665238,387387.53721389506,313568.7169825777,245087.0689374553,218836.92120778628,1407974.368161239,233898.2792196661,1496886.5837212203,731478.7389800258,697859.5726077955,530340.7559228585,895423.3009752408,387987.98502800526,256886.16341722923,263310.8823260875,237218.6752094907,183494.82480456028
35,0,14.60,2122249.18797917,515251.9334572975,1041012.288486059,431297.67612645315,2157938.0679999096,4815.233279986778,16939.591247077016,631083.0450906518,1167463.196753649,1084051.0842201435,8688.501799005668,11982.854023339822,2897.8572140925444,36664.67063541983,6931.823643868083,6562.9814163932215,5336.82423850473,14134730.59394437,4235665.86112231,1226549.0796667251,1298966.4304877666,1864558.7910768809,53108.70220640727
36,0,14.91,13863044.378271574,12122012.81725817,8741944.355971066,10498586.69609439,15338972.010383494,33455779.565384425,27533824.312132645,14429276.170244195,14296664.406561865,14097466.210710814,18095660.048422337,150721770.03762758,10141941.78877646,156190060.81160486,27559356.08039613,27008212.23863476,18706017.967162225,48978099.36866348,22540099.605650384,22239335.617228433,21946268.700113907,20331273.852386206,9880150.645776827
37,0,15.00,193155.08375869752,560118.8792554092,396511.1620704211,619136.7240316471,594501.7150216125,0.0,395609.5341256879,347027.2086315981,286302.16068953386,358096.9036805872,414657.4041171586,0.0,229792.89931615858,0.0,562309.822624058,581539.4810876878,498456.47136107227,221648.8126126665,267800.5946515765,178442.58808410692,121465.26913966652,191885.54191263992,507984.256224841
38,0,15.00,0.0,0.0,0.0,0.0,89634.33649140318,0.0,0.0,0.0,0.0,0.0,177005.68869043508,1509409.4878069318,0.0,0.0,1779.254752807259,1451.9162296015995,167546.4643768664,0.0,184625.2311703437,227672.79810564077,0.0,0.0,33895.723400622795
39,0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76717531.10328297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106344.30814731252,131.59955714998245,0.0,0.0,0.0,0.0,0.0,0.0,246265691.5808618,0.0,0.0
41,0,15.50,317517.5070314289,0.0,247140.91743514145,275189.2401294025,268146.9394601389,168556.4750227385,191289.38468175926,187745.26993412655,160850.96226529471,116244.15800607721,173413.36649420284,0.0,323123.047259187,0.0,132876.68455858875,156583.05185921415,191964.63195772265,315643.7766126818,247928.9960351153,288399.2475324837,152902.82490985646,203921.79020523312,74111.90845596818
42,0,15.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870677.6563640634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,15.50,0.0,227619.2124450996,1108.8255910905143,2211.2697927552367,951.2357291341427,504.940823642228,240653.35831411488,203983.52952688962,763.2162482875004,0.0,258.11965270529714,0.0,0.0,0.0,357.521970699863,929.7263645706823,222.56404454298337,0.0,469.90809236908296,996.7931060664328,0.0,502.16230497058234,664.0746065493762
44,0,15.57,0.0,0.0,1728.9499578349369,0.0,0.0,0.0,0.0,0.0,0.0,68821175.06571735,0.0,26680619.09663299,0.0,0.0,0.0,1651.3440364468154,0.0,0.0,0.0,0.0,85620.37561546164,0.0,0.0
45,0,15.74,2406.4080880894257,0.0,3804516.818800575,821.3483219681682,30497926.68174857,1907.5243365948734,5928.220555575501,0.0,34842717.28868917,3475.084559707973,34900650.60144929,0.0,171855.700880181,538.0750724925068,0.0,1955138.7250537346,15993125.469954366,0.0,1924.500390968404,234144174.56300548,5354.239309450249,272403613.92003053,209814191.98290843
46,0,15.74,0.0,0.0,8299565.350487122,0.0,0.0,21623.39814611473,0.0,0.0,450293.9375611858,120651.37634137175,37697.51751149215,0.0,0.0,0.0,0.0,8345217.498025135,139402.51238616122,85783883.65954162,0.0,4094407.782478797,0.0,3732020.9748703768,3313969.3670829087
47,0,15.84,0.0,341733096.6693105,25735410.59091908,360917607.2937909,9973.143027324937,8178.824000657947,25356830.50206849,36503514.61409672,0.0,969.7563846764107,0.0,26974.89376091465,259567840.34397155,0.0,19056664.238917235,733588.9223367851,437077.101411067,191116697.74420977,308508962.86803967,0.0,0.0,0.0,53468.642008013376
48,0,15.95,370006277.86712015,1059.674390963403,3047.780707933042,0.0,524225.8517340118,34904482.300653145,2629104.391285484,210865.24487435207,3179.570975064058,225.1091699891333,3748.298207332035,0.0,509320.3321194709,2549.077714933745,3221148.854630838,20899167.527223013,279240.1898433502,0.0,148387.63325784734,43853.13665749732,315.81329697565195,6346.091407439825,11689.805073123704
49,0,16.28,2141069.2486066525,1718607.6274181372,1284343.0266782865,1459438.1875936054,1742412.2608606906,5747079.343734748,2072882.9195396036,1586923.0434760319,1603320.6039905527,1570721.3939469482,1851017.943104982,106942866.89914016,1562831.500502212,42298655.21948065,5310969.426719634,4146666.2902008737,4386318.7868269915,5075666.453571025,2642216.4360225657,2625403.488275043,1805120.265433176,2325696.172091586,1580956.9185041506
50,0,16.51,118866.47771535322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871975.384775744,0.0,120659299.07268351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,16.64,0.0,0.0,0.0,0.0,5308692.049511852,50728083.69215698,3181607.575999044,0.0,3179521.6064673737,0.0,1094745.1443162076,0.0,0.0,81630.8705406278,673575.6424421703,1854783.9163318372,119522.66943373332,0.0,0.0,0.0,0.0,0.0,0.0
